cons,averageTTL,life,Domain Name,active
2,109,17.998631074606433,naace.co.uk,14.954140999315538
1,48,9.995893223819301,devils.com.co,9.05407255304586
1,111,12.0,lszeh.com,10.99794661190965
1,48,27.000684462696782,senator.com,24.996577686516083
1,119,21.998631074606433,cruise1st.co.uk,20.999315537303218
1,49,13.998631074606434,eif.org.uk,12.0
1,119,17.998631074606433,datacentreworld.com,15.906913073237508
1,55,4.999315537303217,hearstproducts.com,3.9890485968514717
1,51,12.0,ktaweb.com,11.003422313483915
1,48,5.9986310746064335,policialocalcadiz.com,4.908966461327857
1,45,5.9986310746064335,pveser.com,4.999315537303217
1,56,18.99794661190965,rawwine.com,13.160848733744011
1,50,22.412046543463383,franprix.fr,21.3305954825462
1,57,24.999315537303218,jewishphilly.org,20.281998631074607
1,57,16.0,ploom.tv,14.874743326488707
1,56,4.999315537303217,climateaction100.org,3.8357289527720737
1,46,23.000684462696782,martinennalsaward.org,18.078028747433265
1,53,16.999315537303218,openparenthesis.org,15.980835044490075
1,46,12.999315537303216,focusvina.com,9.995893223819301
1,56,10.99794661190965,lincsfamilycenter.org,10.00684462696783
1,56,22.688569472963724,cpj.ca,21.166324435318277
1,108,17.998631074606433,cafemogador.com,16.019164955509925
1,47,13.998631074606434,gracias-madre.com,13.00205338809035
1,46,0.999315537303217,irunicup.com,0.0
1,56,19.000684462696782,microtronix-tech.com,17.921971252566735
1,119,15.000684462696784,nibirutech.com,13.741273100616016
2,54,17.998631074606433,allpianos.com,17.00205338809035
1,45,9.00205338809035,clyygl.com,5.924709103353867
1,44,12.0,kellytechno.com,11.003422313483915
1,114,3.0006844626967832,michaelkorsoutletforsale.com,1.995893223819302
2,51,0.999315537303217,essaypal.info,0.4024640657084189
1,119,13.998631074606434,tpack.org,11.986310746064339
1,53,10.99794661190965,dinolift.com.ua,9.96577686516085
1,56,10.001368925393566,srmml.org,6.863791923340178
1,49,26.001368925393567,heathernova.com,25.00479123887748
1,51,11.000684462696784,livesimplybyannie.com,10.004106776180699
1,49,24.996577686516083,messagemates.com,22.937713894592743
2,49,3.0006844626967832,officialauthenticsaintshop.com,1.995893223819302
1,113,0.999315537303217,mingxuyy.top,0.05201916495550993
1,50,17.998631074606433,gardencourtchambers.co.uk,15.980835044490075
1,50,23.000684462696782,crousel.com,20.941820670773442
1,47,19.000684462696782,sowaboston.com,18.0041067761807
1,51,14.99794661190965,thepageantplanet.com,13.00205338809035
1,57,19.000684462696782,workandmoney.com,18.0041067761807
1,39,12.0,everdigm.net,9.702943189596168
1,57,24.996577686516083,educationminnesota.org,24.0
1,51,17.00205338809035,ilivehereigivehere.org,14.836413415468858
1,47,26.001368925393567,nph.org,16.00273785078713
1,43,16.999315537303218,silverfoxfarm.ca,16.71731690622861
1,45,15.000684462696784,dtp-entertainment.com,14.329911019849419
2,56,7.000684462696783,w88us.com,6.0041067761806985
1,37,16.071184120465436,metaphys.jp,15.07460643394935
1,57,12.0,gadventures.co.uk,9.921971252566735
1,56,9.998631074606434,junkcarmedics.com,6.576317590691307
1,236,18.001368925393567,liftlab.com,13.059548254620124
1,43,11.000684462696784,thereveriesaigon.com,10.43668720054757
1,56,17.998631074606433,8s8s.net,16.12046543463381
1,51,25.998631074606433,duihua.org,20.83504449007529
1,241,8.999315537303216,spectralmedical.ca,6.9048596851471595
1,47,0.999315537303217,voteforlauramoss.com,0.28473648186173856
1,56,8.999315537303216,anandpublicschool.org,8.186173853524982
1,53,16.999315537303218,anglicanmainstream.org,16.00273785078713
1,51,27.000684462696782,outdoorodyssey.org,18.351813826146476
1,51,25.998631074606433,4thestate.co.uk,23.912388774811774
1,56,34.997946611909654,cuningham.com,25.349760438056126
1,57,13.998631074606434,kaylaaimee.com,12.960985626283367
2,241,16.0,footballstreaming.net,14.984257357973991
1,56,0.999315537303217,online-propecia-buy.site,0.1998631074606434
1,49,17.998631074606433,alcoholprofessor.com,12.873374401095141
1,49,23.000684462696782,andyroddick.com,22.0041067761807
1,47,19.000684462696782,balzacs.com,13.99315537303217
1,231,18.001368925393567,bramstein.com,13.987679671457906
1,45,26.99520876112252,process-heating.com,21.913757700205338
1,56,24.996577686516083,programacion.net,23.9315537303217
1,47,17.998631074606433,theblogs.net,17.00205338809035
1,46,5.9986310746064335,awu-dam.org,5.122518822724161
1,56,9.998631074606434,2miners.com,3.6605065023956196
1,56,23.994524298425734,crystalclarity.com,21.998631074606433
1,49,0.999315537303217,bynet-la.org,0.16700889801505817
1,43,33.998631074606436,harbin.org,25.66461327857632
1,107,4.0,5923jy.com,3.2114989733059547
1,54,23.994524298425734,atmoreadvance.com,22.99794661190965
1,51,5.9986310746064335,tclementdev.com,4.960985626283367
1,53,23.99726214921287,transurban.com,22.986995208761122
1,51,20.0,underwoodfamilyfarms.com,19.003422313483917
1,44,17.998631074606433,hierbabuena-communications.com,16.917180013689254
1,42,0.999315537303217,webdesigntree.net,0.0
1,57,22.99794661190965,christchurchphila.org,21.00205338809035
1,56,24.0,nownyc.org,21.94113620807666
1,45,13.998631074606434,nowyteatr.org,12.966461327857632
1,56,14.99794661190965,rdale.org,9.834360027378509
1,56,33.9958932238193,setbc.org,24.993839835728952
1,50,0.999315537303217,canadaviagra-online.site,0.07392197125256673
1,50,0.999315537303217,generic-tadalafil-cialis.site,0.07392197125256673
1,48,7.000684462696783,authorityngr.com,6.362765229295003
1,119,14.001368925393566,besttoursandforex.com,9.664613278576317
1,119,24.999315537303218,brumosracing.com,15.252566735112936
1,51,15.000684462696784,eriklarsonbooks.com,10.004106776180699
1,48,17.998631074606433,fortinetthai.com,17.010266940451746
1,46,13.998631074606434,graphicnovelreporter.com,13.00205338809035
1,220,8.0,gundumb.com,6.466803559206023
1,116,8.0,invision-santa-ana.com,7.115674195756331
1,52,0.999315537303217,prednisoneonline-order.site,0.10130047912388775
1,38,14.001368925393566,haozuojia.com,11.000684462696784
1,56,14.99794661190965,originalgrain.com,11.40041067761807
1,48,0.999315537303217,proquivet.com,0.0
1,40,19.000684462696782,sharknames.com,15.268993839835728
1,50,14.001368925393566,kipmoore.net,11.989048596851472
1,43,1.002053388090349,ask242.com,0.12320328542094455
1,44,23.000684462696782,intersentia.com,21.946611909650922
1,56,14.99794661190965,metro-report.com,14.001368925393566
1,56,25.99315537303217,namepal.com,21.738535249828885
1,46,16.0,spaziocellulare.com,14.962354551676933
1,56,5.9986310746064335,wellpcb.com,3.2114989733059547
1,47,16.999315537303218,ayny.org,15.986310746064339
1,57,25.9958932238193,chargeback.com,24.903490759753595
1,50,18.001368925393567,dailyscanner.com,14.245037645448322
1,50,8.999315537303216,digitalintelligencetoday.com,8.002737850787133
1,57,13.998631074606434,linkedintobusiness.com,13.00205338809035
1,49,25.00205338809035,slotland.com,21.251197809719372
1,56,12.999315537303216,stockstotrade.com,12.002737850787133
1,57,25.9958932238193,tachyonpublications.com,23.748117727583846
1,56,22.001368925393567,uspoker.com,17.322381930184804
1,51,0.999315537303217,webmacromarketingsoftware.com,0.0
1,47,4.999315537303217,opennetworkingfoundation.org,4.024640657084189
1,51,9.998631074606434,247adverts.com,8.966461327857632
1,56,20.999315537303218,milebymile.com,20.00273785078713
1,43,21.998631074606433,pghbridges.com,20.889801505817932
1,51,12.0,oculist.pro,9.193702943189596
1,49,0.999315537303217,buy-cialisdiscount.site,0.013689253935660506
1,54,12.999315537303216,sportonline.ua,11.997262149212867
1,56,23.994524298425734,bernardowinery.com,18.99794661190965
1,116,23.000684462696782,r2sports.com,20.00273785078713
1,51,12.996577686516085,salaryexplorer.com,11.991786447638603
1,56,17.998631074606433,skinnybitch.net,17.00205338809035
1,43,23.99726214921287,aswm.org,22.926762491444215
1,56,8.0,iotsecurityfoundation.org,6.822724161533197
1,51,8.0,openaps.org,6.959616700889802
1,52,9.998631074606434,urfodu.org,9.281314168377824
1,51,21.998631074606433,alienbees.com,21.00205338809035
1,52,20.0,comptongame.com,17.987679671457904
1,57,5.9986310746064335,imgcollegelicensing.com,5.002053388090349
1,56,19.000684462696782,ivanexpert.com,18.0041067761807
1,39,4.999315537303217,teknolojen.com,4.4517453798767965
1,51,8.0,tesloop.com,6.7268993839835725
1,57,27.994524298425734,tuscaloosa.com,25.620807665982205
1,56,19.496235455167692,worldteaexpo.com,16.566735112936346
1,49,16.0,spaghetticoder.org,14.94592744695414
1,56,0.999315537303217,buy-cialisgeneric.site,0.1998631074606434
1,52,10.99520876112252,tidepools.co,10.009582477754963
1,53,21.998631074606433,boblog111.com,20.876112251882272
1,48,13.998631074606434,channel6newsonline.com,13.470225872689939
1,40,0.999315537303217,hdtjpu.com,0.0054757015742642025
1,56,21.00205338809035,slotsofvegas.com,18.926762491444215
1,54,0.999315537303217,bligoo.fr,0.06844626967830253
2,56,27.000684462696782,aapcho.org,25.00479123887748
1,48,3.0006844626967832,actioncameras.co.uk,0.9801505817932923
1,57,24.0,actuarialoutpost.com,16.057494866529773
1,44,0.999315537303217,alanyalinks.com,0.0
1,49,4.999315537303217,brandaid22.com,3.0636550308008212
1,103,10.99794661190965,hotinsocialmedia.com,10.140999315537304
1,56,15.000684462696784,ryanhanley.com,10.767967145790555
1,56,4.0,dailystoner.net,2.91854893908282
1,46,16.999315537303218,aegdr.org,15.9233401779603
1,43,21.998631074606433,wdchumanities.org,20.83504449007529
