cons,averageTTL,active,Domain Name,life
1,105,16.386036960985628,hoanghamobile.com,25.998631074606433
1,56,19.003422313483917,craftoutlet.com,20.0
1,103,7.945242984257358,sweetread.net,8.999315537303216
1,116,8.980150581793293,adventuresofadiymom.com,9.995893223819301
1,51,7.047227926078029,filimo.com,10.99794661190965
1,51,14.94318959616701,eprofeel.com,16.0
1,56,0.2135523613963039,trycache.co,0.999315537303217
1,48,16.906228610540726,anyprices.com,18.99794661190965
1,49,13.91375770020534,printoclock.com,15.000684462696784
1,53,9.96577686516085,craftthyme.com,12.0
2,56,5.919233401779603,needsomefun.net,7.000684462696783
1,52,0.7501711156741958,humanhairwig.org.uk,2.9979466119096507
1,52,8.917180013689254,designlimitededition.com,9.998631074606434
1,43,16.487337440109513,19196.com,16.999315537303218
1,43,0.0,ghd-hairstraighteners.co.uk,0.999315537303217
1,56,13.932922655715263,tanyaburr.co.uk,15.000684462696784
1,47,6.143737166324435,buffairservices.com,7.000684462696783
2,39,14.072553045859001,all-japan.co.jp,15.069130732375086
1,48,12.254620123203285,mediafront.org,13.998631074606434
1,49,20.0684462696783,editions-perrin.fr,21.1088295687885
1,46,9.990417522245037,man-ag.com.ua,12.0
1,49,3.8548939082819986,rosreestr.net,4.999315537303217
1,44,7.017111567419575,keyuvalve.com,11.000684462696784
1,47,17.927446954141,ledindon.com,19.000684462696782
1,114,16.725530458590008,nemerle.org,20.0
2,108,0.4188911704312115,sccbtc.com,1.002053388090349
1,49,15.718001368925394,freevideo.cz,20.0
1,47,14.951403148528405,absolumentdesign.com,16.0
1,43,14.652977412731007,cerfdellier.com,16.0
1,56,12.0,exchangela.com,12.996577686516085
1,51,18.84188911704312,parc-oriental.com,19.99726214921287
1,47,11.937029431895962,crashdebug.fr,12.97741273100616
1,42,7.989048596851472,3agecreation.com,8.999315537303216
1,45,5.9958932238193015,bluemountainwomen.org,7.000684462696783
1,57,22.001368925393567,oceanarium.co.uk,25.00205338809035
1,45,19.980835044490075,echaurren.com,20.999315537303218
1,48,11.682409308692677,livepopular.com,12.0
1,51,12.993839835728952,round1usa.com,13.998631074606434
1,47,25.04312114989733,chiyodakokusai.co.jp,26.039698836413415
1,237,8.002737850787133,grupoisolee.com,8.999315537303216
2,44,3.3921971252566734,ummazainab.com,8.0
1,241,1.9849418206707734,sastho.tv,3.0006844626967832
1,41,11.885010266940451,efunfun.com,15.000684462696784
1,49,3.5537303216974676,redllips.com,4.0
1,56,6.231348391512663,paperown.com,7.000684462696783
1,57,16.243668720054757,aidants.fr,16.681724845995895
1,49,14.004106776180699,wortale.net,16.0
1,56,9.136208076659821,alexandrevauthier.com,14.99794661190965
1,45,19.003422313483917,goborestaurant.com,20.0
1,51,18.981519507186857,ocahotels.com,20.0
1,37,0.1943874058863792,cameraipwifi.info,0.999315537303217
1,231,23.915126625598905,bathrooms.com,24.996577686516083
1,119,4.002737850787132,bretway.com,4.999315537303217
1,54,4.958247775496235,predominantlypaleo.com,9.998631074606434
2,49,13.979466119096509,otterwindows.co.uk,14.99794661190965
2,46,22.015058179329227,allplans.com,23.000684462696782
1,56,2.6365503080082138,arifbahar.com,5.9986310746064335
1,56,11.92060232717317,bargainstobounty.com,12.955509924709103
1,49,11.123887748117728,chicagobanquethalls.info,13.00205338809035
1,236,7.329226557152635,es.fr,8.328542094455852
1,48,4.0,zakachal.com,4.999315537303217
1,44,13.60164271047228,journaldelascience.fr,14.663928815879535
1,43,2.004106776180698,cashloanfastloansthnb.org,3.0006844626967832
1,116,18.94318959616701,bearmanormedia.com,20.999315537303218
1,50,19.958932238193018,gref-bretagne.com,20.999315537303218
1,50,18.87748117727584,informatiquegifs.com,20.999315537303218
1,56,24.944558521560573,neckandneck.com,26.001368925393567
1,39,5.952087611225188,ykzgmt.com,8.0
1,47,6.453114305270363,fdpf.org,8.0
1,56,1.1498973305954825,laciudadviva.org,1.998631074606434
1,119,16.00273785078713,compassionatemind.co.uk,17.998631074606433
1,50,24.98836413415469,arthive.com,25.9958932238193
1,49,6.1711156741957565,exb-tm.com,7.000684462696783
1,51,3.9288158795345653,gvdevelopers.com,4.996577686516085
1,46,0.0,hpvgenitalsigil.com,0.999315537303217
1,111,0.0,sound420.com,0.999315537303217
1,57,10.99794661190965,buildfaith.org,12.0
1,241,25.311430527036276,ftdi.com,25.9958932238193
1,46,18.00684462696783,bijf.org,20.0
1,57,22.99794661190965,richmondfellowship.org.uk,24.0
1,57,14.896646132785763,powerstream.ca,18.99794661190965
1,47,8.002737850787133,fortcarsonmountaineer.com,9.998631074606434
1,50,17.927446954141,revue-projet.com,18.99794661190965
1,56,4.375085557837098,thegioiphuotthu.com,4.999315537303217
1,57,9.905544147843942,clickbankuniversity.com,11.000684462696784
1,57,26.324435318275153,ninc.com,31.255304585900067
1,56,9.00205338809035,pfcandleco.com,9.998631074606434
1,222,8.032854209445585,otsinternational.jp,9.02943189596167
1,54,19.88501026694045,electrolux.ua,20.999315537303218
1,46,11.950718685831623,antonio-delgado.com,12.999315537303216
1,45,16.23271731690623,emiliomarquez.com,16.999315537303218
1,52,8.005475701574264,imprimalia3d.com,8.999315537303216
1,232,6.0041067761806985,phonebooky.com,8.0
1,51,20.0,netzliteratur.net,20.999315537303218
1,56,9.911019849418206,abortionpillreversal.com,11.000684462696784
1,116,3.0116358658453115,dsghlopez.com,4.996577686516085
1,229,9.908281998631075,games2gether.com,11.000684462696784
1,56,20.917180013689254,svetila.com,21.998631074606433
1,52,11.969883641341546,petitpetitgamin.com,12.999315537303216
1,52,7.956194387405886,pest-control-company.org,8.999315537303216
1,48,17.913757700205338,simvolika.org,19.000684462696782
1,43,18.72416153319644,eatdrinkplay.com,20.999315537303218
1,56,14.899383983572895,cardiffhalfmarathon.co.uk,18.001368925393567
1,56,20.999315537303218,blackincbooks.com,21.998631074606433
1,56,18.507871321013006,sheetlabels.com,26.001368925393567
1,43,13.00205338809035,wallstickeroutlet.com,13.998631074606434
1,46,15.93429158110883,brandedinthe80s.com,16.999315537303218
1,46,19.00889801505818,genoaboatshow.com,20.0
1,119,13.943874058863791,marysiaswim.com,14.940451745379876
1,51,7.003422313483915,sp2sanjose.com,12.0
1,19,2.9924709103353866,xiebao18.com,6.0013689253935665
1,47,21.00205338809035,bdub.net,21.998631074606433
1,103,5.9986310746064335,cudenvertoday.org,7.000684462696783
1,106,5.0951403148528405,learntherisk.org,7.000684462696783
1,103,24.76933607118412,arim.com,26.001368925393567
1,57,19.668720054757017,barcoproducts.com,28.6652977412731
1,119,10.001368925393566,gishwhes.com,10.99794661190965
1,103,13.00205338809035,katywidrick.com,13.998631074606434
1,42,11.003422313483915,mvink.com,12.0
1,51,23.958932238193018,president-electronics.com,24.996577686516083
