cons,averageTTL,active,life,Domain Name
1,56,16.0,16.999315537303218,hanselminutes.com
1,42,24.03832991101985,25.034907597535934,onocom.co.jp
1,46,19.901437371663246,28.999315537303218,softwaremaniacs.org
2,119,2.1437371663244353,4.0,roomorama.com
1,244,19.865845311430526,23.994524298425734,driversed.com
1,27,9.00205338809035,9.998631074606434,mro-network.com
1,56,24.930869267624914,25.99315537303217,bossaudio.com
1,244,22.90485968514716,24.0,russellbeattie.com
1,56,8.375085557837098,12.0,commercialintegrator.com
1,49,22.0041067761807,23.000684462696782,readinggroupguides.com
1,55,26.99247091033539,28.00273785078713,dechert.com
1,56,20.791238877481177,29.998631074606433,boxden.com
1,49,21.916495550992472,22.99794661190965,greenroofs.org
1,119,22.001368925393567,22.99794661190965,scholarshipexperts.com
1,116,14.913073237508556,16.0,bumptop.com
1,51,24.0,32.99657768651608,abelard.org
1,44,18.001368925393567,18.99794661190965,imgspot.com
1,54,10.012320328542094,20.0,creativecdn.com
1,241,20.83778234086242,24.0,edacinc.org
1,49,18.934976043805612,20.0,hotmatchup.com
1,46,22.119096509240247,23.000684462696782,stay-ok.com
1,241,14.836413415468858,18.001368925393567,useitup.org
1,241,24.917180013689254,25.9958932238193,kd-elektronik.com
1,48,21.598904859685145,24.0,ewritersplace.com
2,39,8.0,8.996577686516085,lxxzyy.net
1,42,19.000684462696782,20.0,itwissen.info
1,52,16.772073921971252,25.08145106091718,nazory.cz
1,46,8.958247775496236,9.998631074606434,hatchsandwich.com
1,46,7.006160164271047,8.0,otienoamisilaw.com
1,116,0.12594113620807665,0.999315537303217,sharedworking.space
1,50,4.0,4.996577686516085,escritonasestrelas.com
1,57,7.972621492128679,8.999315537303216,tommusrhodus.com
1,236,21.765913757700204,22.99794661190965,estadiodeportivo.com
1,229,21.90280629705681,22.99794661190965,subbrit.org.uk
1,116,3.033538672142368,4.0,betebet81.com
1,49,4.971937029431896,5.9986310746064335,team7m.com
1,46,21.00205338809035,21.998631074606433,infomotori.com
1,116,20.91170431211499,21.998631074606433,dresslink.com
1,49,0.0,4.999315537303217,hditsolutions.com
1,243,6.836413415468857,8.0,spotx.tv
1,46,2.9979466119096507,7.997262149212868,utptokyo.com
2,50,5.897330595482546,7.000684462696783,ottclub.cc
1,50,25.075975359342916,26.072553045859,fondationbrigittebardot.fr
1,48,4.87337440109514,5.9986310746064335,hubgravita.com
1,119,10.001368925393566,12.999315537303216,pcgnashville.com
1,232,22.90485968514716,24.0,newhamrecorder.co.uk
1,56,7.9780971937029435,8.999315537303216,tfehotels.com
1,32,21.908281998631075,22.99794661190965,hvac-talk.com
1,49,16.462696783025326,19.000684462696782,austintheatre.org
1,56,24.922655715263517,26.001368925393567,baps.org
1,51,8.002737850787133,8.996577686516085,votrecoffrefort.com
1,52,23.07460643394935,27.000684462696782,ridetech.com
1,231,16.577686516084874,17.998631074606433,djcoregon.com
1,47,13.998631074606434,14.99794661190965,hollywoodstorm.com
1,224,0.0,2.9979466119096507,toptorrents.top
1,56,7.997262149212868,8.999315537303216,graphiteapp.org
1,51,15.077344284736482,16.0,sequart.org
1,52,5.982203969883641,6.995208761122519,k2vb.com
1,51,19.1129363449692,24.0,farenet.org
1,56,3.9863107460643397,7.000684462696783,wem88.com
2,47,6.0041067761806985,6.997946611909651,issabove.info
1,116,10.913073237508556,12.0,sparrowmailapp.com
1,56,18.91854893908282,20.0,carlsalter.com
1,52,22.001368925393567,22.99794661190965,yabla.com
1,233,26.069815195071868,27.99726214921287,euroclear.com
1,50,16.602327173169062,17.998631074606433,mikasounds.com
1,39,10.001368925393566,10.99794661190965,leapzipblog.com
1,46,8.002737850787133,9.998631074606434,americasuits.com
1,39,8.692676249144421,9.998631074606434,meiyiheng.com
1,241,21.00205338809035,21.998631074606433,beatsandrhymes.com
1,106,16.366872005475702,17.998631074606433,shouji56.com
1,241,15.175906913073238,20.999315537303218,runlikeagirl.com
1,237,15.101984941820671,16.0,vacacionesconsoltour.info
1,48,2.91854893908282,4.0,placeways.org
1,46,14.001368925393566,16.999315537303218,rainmaker-gbd.com
1,241,17.83436002737851,20.999315537303218,homelessveteran.org
1,241,22.0041067761807,23.000684462696782,fsbofinder.com
1,87,5.002053388090349,4.999315537303217,raqzz.com
1,54,14.989733059548255,16.0,newscorpaustralia.com
1,56,25.984941820670773,26.99794661190965,negocios.com
1,56,4.254620123203286,5.9986310746064335,etimesgutevdeneve-nakliyat.com
1,45,10.992470910335387,12.0,hracghana.org
1,56,13.91375770020534,14.99794661190965,lilwaynehq.com
1,50,7.857631759069131,8.999315537303216,storybrand.com
1,56,10.015058179329227,10.99794661190965,inmigraacanada.com
1,109,8.999315537303216,13.998631074606434,awarenessdays.com
1,56,7.345653661875428,16.999315537303218,90agent.com
1,39,6.995208761122519,8.0,konacoffeeinc.com
1,40,2.7789185489390826,4.0,topcraftmedia.net
1,52,1.103353867214237,18.99794661190965,kotata-zlin.cz
1,49,3.9342915811088295,4.999315537303217,yan-lei.com
1,40,2.7789185489390826,4.0,yumehanamedia.net
1,43,3.917864476386037,4.999315537303217,uksolarpanel.co.uk
1,49,15.997262149212867,16.999315537303218,aboutgo.com
2,44,0.0,0.999315537303217,88fpw.com
1,57,5.004791238877481,10.001368925393566,chiromaxacquisitions.com
1,103,21.22381930184805,21.998631074606433,contextures.com
1,47,12.988364134154688,13.998631074606434,mawaevents.com
1,45,3.9589322381930185,4.999315537303217,oceanorosa.com
1,56,20.91170431211499,22.99794661190965,myalcon.com
1,52,6.751540041067762,9.998631074606434,cytairtool.com
1,56,8.947296372347708,9.998631074606434,indiansss.org
1,219,17.423682409308693,18.99794661190965,motorsportreg.com
1,56,4.832306639288158,13.998631074606434,pivx.org
1,45,13.021218343600275,13.998631074606434,websdr.org
1,52,1.0102669404517455,1.998631074606434,rayban-glasses.us
1,56,22.91854893908282,24.0,diarioti.com
1,47,0.013689253935660506,0.999315537303217,cialis24h.us
1,42,19.033538672142367,20.030116358658454,ehimetoseki.jp
2,57,26.99794661190965,36.99657768651608,nppc.org
1,56,9.998631074606434,11.000684462696784,cokoye.com
1,51,25.930184804928132,26.926762491444215,cinescape.com
1,111,13.973990417522245,15.000684462696784,40billion.com
1,56,26.143737166324435,29.9958932238193,schools.com
1,49,14.924024640657084,16.0,7ya.com.ua
1,56,6.880219028062971,7.997262149212868,ywmoli.com
1,119,9.00205338809035,9.998631074606434,colin-singer.com
1,41,15.868583162217659,16.999315537303218,cgi-design.net
1,43,11.071868583162217,13.998631074606434,mshw.net
2,241,14.850102669404517,15.997262149212867,accuratebusiness.biz
1,241,14.86652977412731,16.0,vianordovest.org
1,241,21.00205338809035,21.998631074606433,dad-stuff.com
1,241,15.832991101984941,18.001368925393567,bluetech.co.uk
1,241,19.06091718001369,24.04928131416838,familydollarstores.biz
1,55,9.995893223819301,10.99794661190965,josepi.com
